Variavel,Importancia
"TX_RESP_Q12_Quarto, Mesa, Aspirador, Freezer, Garagem",0.0
"TX_RESP_Q12_Microondas, Aspirador, Freezer, Garagem",0.0
"TX_RESP_Q12_Quarto, Mesa, Garagem",0.0
"TX_RESP_Q12_Microondas, Aspirador, Freezer",0.0
"TX_RESP_Q12_Mesa, Microondas, Aspirador, Lavadora",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Mesa, Aspirador, Freezer, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Mesa, Aspirador, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Mesa, Aspirador",0.0
"TX_RESP_Q12_Mesa, Microondas, Aspirador, Freezer",0.0
"TX_RESP_Q12_Mesa, Microondas, Aspirador, Freezer, Garagem",0.0
"TX_RESP_Q12_Quarto, Microondas, Garagem",0.0
"TX_RESP_Q12_Quarto, Mesa, Aspirador, Freezer",0.0
"TX_RESP_Q12_Mesa, Microondas, Aspirador, Lavadora, Garagem",0.0
"TX_RESP_Q12_Microondas, Aspirador",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Freezer",0.0
"TX_RESP_Q12_Mesa, Microondas, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Aspirador, Lavadora",0.0
"TX_RESP_Q12_Mesa, Microondas, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Aspirador",0.0
"TX_RESP_Q12_Wi-Fi, Aspirador, Freezer",0.0
"TX_RESP_Q12_Mesa, Microondas, Lavadora, Garagem",0.0
"TX_RESP_Q12_Quarto, Mesa, Microondas, Aspirador, Garagem",0.0
