Variavel,Importancia
"TX_RESP_Q06_Mãe ou Madrasta, Pai ou Padrasto",0.0009123699799176174
TX_RESP_Q11b_1,0.000894998040040879
"TX_RESP_Q08_Ensino Fundamental, até o 5º ano",0.0008919966073666555
TX_RESP_Q11g_2,0.0008813309133453405
TX_RESP_Q11a_2,0.0008800336016293081
TX_RESP_Q12e_B,0.000874209109397577
TX_RESP_Q11h_1,0.0008070331753607182
TX_RESP_Q11h_3 ou mais,0.0007642619528906352
"TX_RESP_Q07_Ensino Fundamental, até o 5º ano",0.0007223277652707853
TX_RESP_Q12b_B,0.00068952414892058
TX_RESP_Q16_8 anos ou mais,0.0006398139601203899
TX_RESP_Q11f_3 ou mais,0.0006288287365024978
TX_RESP_Q20b_Menos de 1 hora,0.0006200857663103722
"TX_RESP_Q12_Wi-Fi, Quarto, Microondas, Aspirador, Lavadora, Freezer, Garagem",0.0005181699432389673
TX_RESP_Q20d_Mais de 2 horas,0.0005143757494009945
TX_RESP_Q06_Nenhum,0.0004715859455089635
TX_RESP_Q11b_3 ou mais,0.00046254026925513376
TX_RESP_Q09e_Nunca ou quase nunca,0.00044864581946791124
TX_RESP_Q14_De bicicleta,0.0004418568270968409
TX_RESP_Q17_Somente em escola particular,0.0004382671287131391
TX_RESP_Q11a_3 ou mais,0.0004351542662148387
TX_RESP_Q11d_1,0.00038773523499395474
TX_RESP_Q23h_Nunca ou quase nunca,0.00035297741226902554
TX_RESP_Q11b_2,0.00034381547744734444
TX_RESP_Q12g_B,0.00031192231252164714
TX_RESP_Q06_Mãe ou Madrasta,0.0002932443109234021
"TX_RESP_Q12_Wi-Fi, Quarto, Mesa, Microondas, Lavadora, Freezer, Garagem",0.00026737448417170855
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas, Aspirador, Lavadora, Freezer, Garagem",0.00021636259120223522
TX_RESP_Q13_Mais de uma hora,0.00021453653294880356
TX_RESP_Q20d_Menos de 1 hora,0.00019815989294986002
ID_LOCALIZACAO_Urbana,0.00019112372416470674
TX_RESP_Q09c_Nunca ou quase nunca,0.00018584639340652639
"TX_RESP_Q10_Asfalto ou Calcamento: Não, Água tratada: Sim, Iluminacão: Sim",0.00014837111756784715
TX_RESP_Q14_Outros meios de transporte,0.00013462041932572994
"TX_RESP_Q12_Wi-Fi, Quarto, Microondas, Lavadora, Freezer, Garagem",0.00012019664388212152
"TX_RESP_Q06_Mãe ou Madrasta, Irmão(s) ou Irmã(s), Avô ou Avó",9.780899842421678e-05
"TX_RESP_Q06_Pai ou Padrasto, Irmão(s) ou Irmã(s)",9.647100669729214e-05
TX_RESP_Q14_De metrô,8.717736312838554e-05
"TX_RESP_Q12_Wi-Fi, Microondas, Lavadora, Freezer, Garagem",8.03876110365283e-05
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas, Lavadora, Freezer, Garagem",7.63063990921066e-05
"TX_RESP_Q12_Wi-Fi, Quarto, Mesa, Microondas, Aspirador, Lavadora, Garagem",6.865775277310755e-05
"TX_RESP_Q12_Wi-Fi, Quarto, Mesa, Aspirador, Lavadora, Freezer, Garagem",6.465524284271707e-05
TX_RESP_Q02_20 anos,4.9018817853861875e-05
"TX_RESP_Q12_Wi-Fi, Microondas, Aspirador, Lavadora, Freezer, Garagem",4.6941251111783585e-05
TX_RESP_Q06_Irmão(s) ou Irmã(s),4.334222544252313e-05
TX_RESP_Q04_Indígena,4.163671168290912e-05
"TX_RESP_Q12_Wi-Fi, Quarto, Mesa, Microondas, Lavadora, Freezer",3.414164354774787e-05
"TX_RESP_Q12_Wi-Fi, Quarto, Microondas, Lavadora, Freezer",3.0120400842311457e-05
